,protein_id,namespace,phage_id,description,isPhage,struc_cluster_id,struc_cluster_size
5430,XPK40749.1,molecular_function,PQ850599,transcriptional repressor,True,803,7
11195,NP_417588.1,biological_process,NC_000913.3,DNA-binding transcriptional activator TdcA,False,933,80
11196,NP_415855.1,biological_process,NC_000913.3,putative LysR-type DNA-binding transcriptional regulator AbgR,False,933,80
678,NP_417072.4,biological_process,NC_000913.3,putative LysR-type DNA-binding transcriptional regulator YfiE,False,933,80
653,NP_416313.4,biological_process,NC_000913.3,DNA-binding transcriptional regulator DmlR,False,933,80
654,NP_416492.1,biological_process,NC_000913.3,DNA-binding transcriptional activator Cbl,False,933,80
655,NP_414872.3,biological_process,NC_000913.3,DNA-binding transcriptional dual regulator CynR,False,933,80
656,NP_418747.1,biological_process,NC_000913.3,DNA-binding transcriptional dual regulator HypT,False,933,80
657,NP_418272.1,biological_process,NC_000913.3,DNA-binding transcriptional dual regulator MetR,False,933,80
658,NP_416792.1,biological_process,NC_000913.3,DNA-binding transcriptional dual regulator LrhA,False,933,80
659,NP_416176.1,biological_process,NC_000913.3,DNA-binding transcriptional activator PunR,False,933,80
660,NP_414618.4,biological_process,NC_000913.3,DNA-binding transcriptional dual regulator LeuO,False,933,80
661,NP_415037.1,biological_process,NC_000913.3,DNA-binding transcriptional activator AllS,False,933,80
662,NP_415844.1,biological_process,NC_000913.3,DNA-binding transcriptional repressor PgrR,False,933,80
663,NP_417532.1,biological_process,NC_000913.3,DNA-binding transcriptional activator Dan,False,933,80
652,NP_416662.1,biological_process,NC_000913.3,DNA-binding transcriptional regulator YeiE,False,933,80
664,NP_416519.4,biological_process,NC_000913.3,putative DNA-binding transcriptional regulator YeeY,False,933,80
666,NP_416493.1,biological_process,NC_000913.3,DNA-binding transcriptional dual regulator Nac,False,933,80
667,NP_414744.1,biological_process,NC_000913.3,DNA-binding transcriptional regulator YafC,False,933,80
668,NP_416112.1,biological_process,NC_000913.3,putative DNA-binding transcriptional regulator YnfL,False,933,80
669,NP_415162.4,biological_process,NC_000913.3,putative DNA-binding transcriptional regulator YbeF,False,933,80
670,NP_417710.1,biological_process,NC_000913.3,DNA-binding transcriptional activator AaeR,False,933,80
671,NP_415855.1,biological_process,NC_000913.3,putative LysR-type DNA-binding transcriptional regulator AbgR,False,933,80
672,NP_415289.4,biological_process,NC_000913.3,putative DNA-binding transcriptional regulator YbhD,False,933,80
673,NP_418042.1,biological_process,NC_000913.3,putative DNA-binding transcriptional regulator YiaU,False,933,80
674,NP_414788.1,biological_process,NC_000913.3,putative transcriptional regulator PerR,False,933,80
675,NP_418221.1,biological_process,NC_000913.3,DNA-binding transcriptional dual regulator IlvY,False,933,80
676,NP_415420.1,biological_process,NC_000913.3,putative DNA-binding transcriptional regulator YcaN,False,933,80
665,NP_414561.1,biological_process,NC_000913.3,DNA-binding transcriptional activator NhaR,False,933,80
651,NP_417588.1,biological_process,NC_000913.3,DNA-binding transcriptional activator TdcA,False,933,80
650,NP_417978.2,biological_process,NC_000913.3,putative DNA-binding transcriptional regulator YhjC,False,933,80
649,NP_417032.1,biological_process,NC_000913.3,DNA-binding transcriptional dual regulator HcaR,False,933,80
3663,NP_415039.1,biological_process,NC_000913.3,DNA-binding transcriptional repressor AllR,False,933,80
3664,NP_414880.2,biological_process,NC_000913.3,DNA-binding transcriptional activator MhpR,False,933,80
3665,NP_418442.2,biological_process,NC_000913.3,DNA-binding transcriptional repressor IclR,False,933,80
3666,NP_414806.1,biological_process,NC_000913.3,DNA-binding transcriptional repressor XynR,False,933,80
3667,NP_418031.1,biological_process,NC_000913.3,DNA-binding transcriptional repressor PlaR,False,933,80
3668,NP_418719.1,biological_process,NC_000913.3,putative DNA-binding transcriptional regulator YjhI,False,933,80
3669,NP_416341.1,biological_process,NC_000913.3,DNA-binding transcriptional repressor KdgR,False,933,80
3670,NP_416751.1,biological_process,NC_000913.3,putative DNA-binding transcriptional regulator YfaX,False,933,80
10486,NP_417316.1,biological_process,NC_000913.3,DNA-binding transcriptional dual regulator LysR,False,933,80
10485,NP_416900.1,biological_process,NC_000913.3,DNA-binding transcriptional activator XapR,False,933,80
10484,NP_416492.1,biological_process,NC_000913.3,DNA-binding transcriptional activator Cbl,False,933,80
10483,NP_418272.1,biological_process,NC_000913.3,DNA-binding transcriptional dual regulator MetR,False,933,80
10482,NP_418221.1,biological_process,NC_000913.3,DNA-binding transcriptional dual regulator IlvY,False,933,80
10481,NP_414872.3,biological_process,NC_000913.3,DNA-binding transcriptional dual regulator CynR,False,933,80
10480,NP_418167.1,biological_process,NC_000913.3,DNA-binding transcriptional dual regulator YidZ,False,933,80
639,NP_414850.1,biological_process,NC_000913.3,putative LysR-type DNA-binding transcriptional regulator YahB,False,933,80
640,NP_415939.2,biological_process,NC_000913.3,DNA-binding transcriptional dual regulator YdcI,False,933,80
641,NP_417576.1,biological_process,NC_000913.3,DNA-binding transcriptional activator YhaJ,False,933,80
642,NP_418396.1,biological_process,NC_000913.3,DNA-binding transcriptional dual regulator OxyR,False,933,80
643,NP_417316.1,biological_process,NC_000913.3,DNA-binding transcriptional dual regulator LysR,False,933,80
644,NP_416900.1,biological_process,NC_000913.3,DNA-binding transcriptional activator XapR,False,933,80
645,YP_026246.1,biological_process,NC_000913.3,DNA-binding transcriptional dual regulator HdfR,False,933,80
646,NP_415791.1,biological_process,NC_000913.3,DNA-binding transcriptional dual regulator CysB,False,933,80
647,NP_417288.1,biological_process,NC_000913.3,DNA-binding transcriptional dual regulator GcvA,False,933,80
648,NP_416904.1,biological_process,NC_000913.3,putative DNA-binding transcriptional regulator YfeR,False,933,80
677,NP_418167.1,biological_process,NC_000913.3,DNA-binding transcriptional dual regulator YidZ,False,933,80
679,NP_417396.4,biological_process,NC_000913.3,putative DNA-binding transcriptional regulator YgfI,False,933,80
8640,QXV83116.1,biological_process,MZ501096,holin,True,933,80
681,NP_416865.1,biological_process,NC_000913.3,DNA-binding transcriptional dual regulator DsdC,False,933,80
8643,QXV76925.1,biological_process,MZ501056,holin,True,933,80
8642,QXV78797.1,biological_process,MZ501066,holin,True,933,80
8641,QXV79074.1,biological_process,MZ501067,holin,True,933,80
680,NP_415136.1,biological_process,NC_000913.3,putative LysR family DNA-binding transcriptional regulator YbdO,False,933,80
8638,QXV77323.1,biological_process,MZ501058,holin,True,933,80
8637,QXV85922.1,biological_process,MZ501113,holin,True,933,80
8636,QXV79734.1,biological_process,MZ501072,holin,True,933,80
8635,QXV84824.1,biological_process,MZ501106,holin,True,933,80
8634,QXV75939.1,biological_process,MZ501050,holin,True,933,80
8633,QXV82068.1,biological_process,MZ501089,holin,True,933,80
8644,NP_049865.1,biological_process,NC_000866.4,holin,True,933,80
8632,QXV80482.1,biological_process,MZ501076,holin,True,933,80
8630,QXV75087.1,biological_process,MZ501047,holin,True,933,80
8629,YP_006869.1,biological_process,NC_005859.1,holin,True,933,80
8628,AYD82840.1,biological_process,MH751506.1,holin lysis mediator,True,933,80
8627,QXV85195.1,biological_process,MZ501108,holin,True,933,80
8626,QXV84679.1,biological_process,MZ501105,holin,True,933,80
8625,QXV85368.1,biological_process,MZ501109,holin,True,933,80
8624,AXN58285.1,biological_process,MH550421.1,holin lysis mediator,True,933,80
8623,QXV78527.1,biological_process,MZ501065,holin,True,933,80
8622,QXV75362.1,biological_process,MZ501046,holin,True,933,80
8589,YP_026246.1,biological_process,NC_000913.3,DNA-binding transcriptional dual regulator HdfR,False,933,80
8631,QXV76297.1,biological_process,MZ501052,holin,True,933,80
8645,QXV84410.1,biological_process,MZ501103,holin,True,933,80
8639,QXV80302.1,biological_process,MZ501075,holin,True,933,80
8647,QXV83450.1,biological_process,MZ501098,holin,True,933,80
9034,NP_418167.1,biological_process,NC_000913.3,DNA-binding transcriptional dual regulator YidZ,False,933,80
682,NP_417391.1,biological_process,NC_000913.3,DNA-binding transcriptional dual regulator ArgP,False,933,80
683,NP_416043.1,biological_process,NC_000913.3,putative DNA-binding transcriptional regulator YneJ,False,933,80
8646,QXV80130.1,biological_process,MZ501074,holin,True,933,80
8341,NP_416377.1,molecular_function,NC_000913.3,crossover junction endodeoxyribonuclease RuvC,False,953,16
1767,NP_416377.1,biological_process,NC_000913.3,crossover junction endodeoxyribonuclease RuvC,False,953,16
10085,QXV75800.1,molecular_function,MZ501049,putative RuvC-like recombination protein,True,953,16
10047,QXV82941.1,molecular_function,MZ501094,hypothetical protein,True,953,16
10046,QXV82715.1,molecular_function,MZ501093,hypothetical protein,True,953,16
10032,QXV81097.1,molecular_function,MZ501082,hypothetical protein,True,953,16
10031,QXV84277.1,molecular_function,MZ501102,hypothetical protein,True,953,16
10050,YP_950524.1,molecular_function,NC_008720.1,gp46,True,953,16
10029,QXV77667.1,molecular_function,MZ501060,hypothetical protein,True,953,16
10028,QXV76768.1,molecular_function,MZ501054,hypothetical protein,True,953,16
10027,QXV79985.1,molecular_function,MZ501073,hypothetical protein,True,953,16
10026,QXV78104.1,molecular_function,MZ501062,hypothetical protein,True,953,16
10004,XPK42816.1,molecular_function,PQ850623,hypothetical protein,True,953,16
9994,QXV77875.1,molecular_function,MZ501061,hypothetical protein,True,953,16
9993,NP_416377.1,molecular_function,NC_000913.3,crossover junction endodeoxyribonuclease RuvC,False,953,16
10030,QXV81320.1,molecular_function,MZ501083,hypothetical protein,True,953,16
9975,QXV85714.1,molecular_function,MZ501111,hypothetical protein,True,953,16
9962,QXV75747.1,molecular_function,MZ501048,hypothetical protein,True,953,16
3213,NP_418618.1,biological_process,NC_000913.3,L-ribulose-5-phosphate 3-epimerase UlaE,False,956,38
4309,NP_417644.4,biological_process,NC_000913.3,dihydropteroate synthase,False,956,38
3344,NP_416959.1,biological_process,NC_000913.3,transaldolase A,False,956,38
3345,NP_414549.1,biological_process,NC_000913.3,transaldolase B,False,956,38
4245,NP_415733.1,molecular_function,NC_000913.3,3-deoxy-D-manno-octulosonate 8-phosphate synthase,False,956,38
3910,QXV81594.1,biological_process,MZ501084,putative phosphoribosylpyrophosphate synthetase,True,956,38
3909,NP_415725.1,biological_process,NC_000913.3,ribose-phosphate diphosphokinase,False,956,38
3912,QXV83989.1,biological_process,MZ501100,putative phosphoribosylpyrophosphate synthetase,True,956,38
3913,QXV78383.1,biological_process,MZ501063,putative phosphoribosylpyrophosphate synthetase,True,956,38
3911,QXV81770.1,biological_process,MZ501086,ribose-phosphate pyrophosphokinase,True,956,38
4215,NP_415733.1,biological_process,NC_000913.3,3-deoxy-D-manno-octulosonate 8-phosphate synthase,False,956,38
3212,NP_418039.2,biological_process,NC_000913.3,putative L-xylulose 5-phosphate 3-epimerase,False,956,38
7890,NP_414743.1,molecular_function,NC_000913.3,methylglyoxal reductase DkgB,False,956,38
8318,NP_417485.4,molecular_function,NC_000913.3,methylglyoxal reductase DkgA,False,956,38
8316,NP_416295.1,molecular_function,NC_000913.3,methylglyoxal reductase YeaE,False,956,38
8315,NP_414953.2,molecular_function,NC_000913.3,1-deoxyxylulose-5-phosphate synthase YajO,False,956,38
8314,NP_417311.1,molecular_function,NC_000913.3,putative NADP(H)-dependent aldo-keto reductase Tas,False,956,38
8313,YP_025305.1,molecular_function,NC_000913.3,putative oxidoreductase YdhF,False,956,38
8312,NP_414743.1,molecular_function,NC_000913.3,methylglyoxal reductase DkgB,False,956,38
1594,NP_415776.1,biological_process,NC_000913.3,tryptophan synthase subunit alpha,False,956,38
7939,NP_416664.1,molecular_function,NC_000913.3,endonuclease IV,False,956,38
7919,NP_414549.1,biological_process,NC_000913.3,transaldolase B,False,956,38
7918,NP_416959.1,biological_process,NC_000913.3,transaldolase A,False,956,38
7902,NP_415776.1,molecular_function,NC_000913.3,tryptophan synthase subunit alpha,False,956,38
7891,NP_417485.4,molecular_function,NC_000913.3,methylglyoxal reductase DkgA,False,956,38
3556,NP_417595.1,molecular_function,NC_000913.3,alpha-dehydro-beta-deoxy-D-glucarate aldolase,False,956,38
7749,NP_417906.1,biological_process,NC_000913.3,glycerophosphodiester phosphodiesterase UgpQ,False,956,38
7611,NP_417595.1,biological_process,NC_000913.3,alpha-dehydro-beta-deoxy-D-glucarate aldolase,False,956,38
7580,NP_414795.1,biological_process,NC_000913.3,homocysteine S-methyltransferase,False,956,38
8317,NP_416285.1,molecular_function,NC_000913.3,NADH-dependent methylglyoxal reductase,False,956,38
1347,NP_416664.1,biological_process,NC_000913.3,endonuclease IV,False,956,38
1346,NP_418039.2,biological_process,NC_000913.3,putative L-xylulose 5-phosphate 3-epimerase,False,956,38
1274,NP_414549.1,biological_process,NC_000913.3,transaldolase B,False,956,38
11180,NP_417474.1,biological_process,NC_000913.3,L-glyceraldehyde 3-phosphate reductase,False,956,38
10912,NP_417644.4,biological_process,NC_000913.3,dihydropteroate synthase,False,956,38
10882,NP_417485.4,molecular_function,NC_000913.3,methylglyoxal reductase DkgA,False,956,38
362,NP_417644.4,biological_process,NC_000913.3,dihydropteroate synthase,False,956,38
10790,NP_417627.1,biological_process,NC_000913.3,ubiquinone biosynthesis protein UbiU,False,956,38
10692,NP_416034.1,molecular_function,NC_000913.3,"3-hydroxy-2,4-pentadione 5-phosphate thiolase",False,956,38
10493,NP_415725.1,molecular_function,NC_000913.3,ribose-phosphate diphosphokinase,False,956,38
7135,NP_417595.1,molecular_function,NC_000913.3,alpha-dehydro-beta-deoxy-D-glucarate aldolase,False,956,38
618,NP_415725.1,biological_process,NC_000913.3,ribose-phosphate diphosphokinase,False,956,38
9446,NP_416034.1,molecular_function,NC_000913.3,"3-hydroxy-2,4-pentadione 5-phosphate thiolase",False,956,38
9329,NP_417906.1,biological_process,NC_000913.3,glycerophosphodiester phosphodiesterase UgpQ,False,956,38
8979,NP_416748.1,molecular_function,NC_000913.3,2-keto-3-deoxy-L-rhamnonate aldolase,False,956,38
8970,NP_416759.1,molecular_function,NC_000913.3,putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD,False,956,38
8947,NP_418618.1,molecular_function,NC_000913.3,L-ribulose-5-phosphate 3-epimerase UlaE,False,956,38
8766,NP_416247.1,biological_process,NC_000913.3,chitooligosaccharide monodeacetylase ChbG,False,956,38
1273,NP_416959.1,biological_process,NC_000913.3,transaldolase A,False,956,38
10253,NP_417629.1,molecular_function,NC_000913.3,putative luciferase-like monooxygenase YhbW,False,956,38
7132,NP_416748.1,molecular_function,NC_000913.3,2-keto-3-deoxy-L-rhamnonate aldolase,False,956,38
3555,NP_416748.1,molecular_function,NC_000913.3,2-keto-3-deoxy-L-rhamnonate aldolase,False,956,38
5674,NP_416759.1,biological_process,NC_000913.3,putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD,False,956,38
2246,NP_416034.1,molecular_function,NC_000913.3,"3-hydroxy-2,4-pentadione 5-phosphate thiolase",False,956,38
2084,NP_416759.1,biological_process,NC_000913.3,putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD,False,956,38
5641,NP_417629.1,molecular_function,NC_000913.3,putative luciferase-like monooxygenase YhbW,False,956,38
5005,NP_418418.2,biological_process,NC_000913.3,1-deoxy-D-xylulose 5-phosphate:thiol sulfurtransferase,False,956,38
5676,NP_416247.1,biological_process,NC_000913.3,chitooligosaccharide monodeacetylase ChbG,False,956,38
5677,NP_415241.1,biological_process,NC_000913.3,5-oxoprolinase component A,False,956,38
4301,NP_418425.1,biological_process,NC_000913.3,uroporphyrinogen decarboxylase,False,964,20
4222,NP_416219.1,biological_process,NC_000913.3,"3-deoxy-7-phosphoheptulonate synthase, Trp-sensitive",False,964,20
1108,NP_417249.4,molecular_function,NC_000913.3,putative flavoprotein,False,964,20
4885,NP_416397.1,biological_process,NC_000913.3,protein-glutamate methylesterase/protein glutamine deamidase,False,964,20
4220,QXV75053.1,biological_process,MZ501047,putative aldolase,True,964,20
3226,NP_417010.1,biological_process,NC_000913.3,(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin),False,964,20
3317,NP_416331.1,biological_process,NC_000913.3,mannose-specific PTS enzyme IIAB component,False,964,20
8022,NP_416331.1,biological_process,NC_000913.3,mannose-specific PTS enzyme IIAB component,False,964,20
3339,NP_416331.1,biological_process,NC_000913.3,mannose-specific PTS enzyme IIAB component,False,964,20
4219,NP_415275.1,biological_process,NC_000913.3,"3-deoxy-7-phosphoheptulonate synthase, Phe-sensitive",False,964,20
8942,NP_414584.1,biological_process,NC_000913.3,putative electron transfer flavoprotein FixB,False,964,20
4218,QXV76892.1,biological_process,MZ501056,putative aldolase,True,964,20
1409,NP_416397.1,biological_process,NC_000913.3,protein-glutamate methylesterase/protein glutamine deamidase,False,964,20
4221,NP_417092.1,biological_process,NC_000913.3,"3-deoxy-7-phosphoheptulonate synthase, Tyr-sensitive",False,964,20
1109,NP_416213.1,molecular_function,NC_000913.3,putative electron transfer flavoprotein subunit YdiR,False,964,20
4216,NP_417092.1,biological_process,NC_000913.3,"3-deoxy-7-phosphoheptulonate synthase, Tyr-sensitive",False,964,20
1254,NP_417401.1,biological_process,NC_000913.3,phosphoglycerate kinase,False,964,20
147,NP_418425.1,biological_process,NC_000913.3,uroporphyrinogen decarboxylase,False,964,20
3793,NP_415257.1,molecular_function,NC_000913.3,succinyl-CoA synthetase subunit alpha,False,964,20
3795,NP_415257.1,molecular_function,NC_000913.3,succinyl-CoA synthetase subunit alpha,False,964,20
1107,NP_414584.1,molecular_function,NC_000913.3,putative electron transfer flavoprotein FixB,False,964,20
4212,QXV76892.1,biological_process,MZ501056,putative aldolase,True,964,20
4217,NP_416219.1,biological_process,NC_000913.3,"3-deoxy-7-phosphoheptulonate synthase, Trp-sensitive",False,964,20
4213,NP_415275.1,biological_process,NC_000913.3,"3-deoxy-7-phosphoheptulonate synthase, Phe-sensitive",False,964,20
7170,NP_417401.1,biological_process,NC_000913.3,phosphoglycerate kinase,False,964,20
7535,NP_417010.1,biological_process,NC_000913.3,(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin),False,964,20
4214,QXV75053.1,biological_process,MZ501047,putative aldolase,True,964,20
515,NP_416397.1,biological_process,NC_000913.3,protein-glutamate methylesterase/protein glutamine deamidase,False,964,20
10261,NP_416331.1,biological_process,NC_000913.3,mannose-specific PTS enzyme IIAB component,False,964,20
10256,NP_416331.1,biological_process,NC_000913.3,mannose-specific PTS enzyme IIAB component,False,964,20
6804,NP_416331.1,biological_process,NC_000913.3,mannose-specific PTS enzyme IIAB component,False,964,20
7142,NP_417401.1,biological_process,NC_000913.3,phosphoglycerate kinase,False,964,20
9773,NP_417401.1,biological_process,NC_000913.3,phosphoglycerate kinase,False,964,20
8803,NP_415333.1,molecular_function,NC_000913.3,DNA protection during starvation protein,False,972,15
8825,XPK42274.1,molecular_function,PQ850617,DNA binding protein,True,972,15
8826,XPK43098.1,molecular_function,PQ850626,DNA binding protein,True,972,15
8828,XPK40323.1,molecular_function,PQ850594,DNA binding protein,True,972,15
4930,XPK43098.1,molecular_function,PQ850626,DNA binding protein,True,972,15
4931,XPK42720.1,molecular_function,PQ850622,DNA binding protein,True,972,15
4932,XPK40323.1,molecular_function,PQ850594,DNA binding protein,True,972,15
4933,NP_416415.1,molecular_function,NC_000913.3,putative ferritin-like protein,False,972,15
4934,XPK43303.1,molecular_function,PQ850628,DNA binding protein,True,972,15
4935,NP_416418.1,molecular_function,NC_000913.3,ferritin iron storage protein,False,972,15
4936,XPK41599.1,molecular_function,PQ850610,DNA binding protein,True,972,15
4937,XPK41884.1,molecular_function,PQ850613,DNA binding protein,True,972,15
4938,NP_417795.1,molecular_function,NC_000913.3,bacterioferritin,False,972,15
4939,NP_415333.1,molecular_function,NC_000913.3,DNA protection during starvation protein,False,972,15
4940,XPK40215.1,molecular_function,PQ850593,DNA binding protein,True,972,15
4941,XPK42007.1,molecular_function,PQ850614,DNA binding protein,True,972,15
8834,XPK42007.1,molecular_function,PQ850614,DNA binding protein,True,972,15
8833,XPK40215.1,molecular_function,PQ850593,DNA binding protein,True,972,15
8832,NP_415333.1,molecular_function,NC_000913.3,DNA protection during starvation protein,False,972,15
8830,XPK41599.1,molecular_function,PQ850610,DNA binding protein,True,972,15
8829,XPK43303.1,molecular_function,PQ850628,DNA binding protein,True,972,15
8827,XPK42720.1,molecular_function,PQ850622,DNA binding protein,True,972,15
8831,XPK41884.1,molecular_function,PQ850613,DNA binding protein,True,972,15
4929,XPK42274.1,molecular_function,PQ850617,DNA binding protein,True,972,15
1220,NP_416418.1,biological_process,NC_000913.3,ferritin iron storage protein,False,972,15
1593,NP_417795.1,biological_process,NC_000913.3,bacterioferritin,False,972,15
3774,NP_415752.1,biological_process,NC_000913.3,UTP--glucose-1-phosphate uridylyltransferase,False,1036,17
3832,QXV81553.1,biological_process,MZ501084,putative glucose-1-phosphate thymidylyltransferase,True,1036,17
3834,NP_415752.1,biological_process,NC_000913.3,UTP--glucose-1-phosphate uridylyltransferase,False,1036,17
3836,NP_418236.1,biological_process,NC_000913.3,glucose-1-phosphate thymidylyltransferase 2,False,1036,17
3191,NP_415438.1,molecular_function,NC_000913.3,3-deoxy-manno-octulosonate cytidylyltransferase,False,1036,17
3837,QXV78342.1,biological_process,MZ501063,putative glucose-1-phosphate thymidylyltransferase,True,1036,17
3776,NP_416546.1,biological_process,NC_000913.3,"UTP:glucose-1-phosphate uridylyltransferase, low activity",False,1036,17
3839,QXV83947.1,biological_process,MZ501100,putative glucose-1-phosphate thymidylyltransferase,True,1036,17
3900,QXV83947.1,molecular_function,MZ501100,putative glucose-1-phosphate thymidylyltransferase,True,1036,17
3899,QXV78342.1,molecular_function,MZ501063,putative glucose-1-phosphate thymidylyltransferase,True,1036,17
3898,NP_418236.1,molecular_function,NC_000913.3,glucose-1-phosphate thymidylyltransferase 2,False,1036,17
3897,QXV81553.1,molecular_function,MZ501084,putative glucose-1-phosphate thymidylyltransferase,True,1036,17
3840,NP_416543.1,biological_process,NC_000913.3,glucose-1-phosphate thymidylyltransferase 1,False,1036,17
3841,NP_416546.1,biological_process,NC_000913.3,"UTP:glucose-1-phosphate uridylyltransferase, low activity",False,1036,17
8728,NP_416757.1,biological_process,NC_000913.3,undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,False,1036,17
3901,NP_416543.1,molecular_function,NC_000913.3,glucose-1-phosphate thymidylyltransferase 1,False,1036,17
3775,NP_416546.1,biological_process,NC_000913.3,"UTP:glucose-1-phosphate uridylyltransferase, low activity",False,1036,17
2905,QXV76016.1,molecular_function,MZ501050,DNApol clamp loader small subunit,True,1060,38
2901,NP_049665.1,molecular_function,NC_000866.4,clamp loader of DNA polymerase,True,1060,38
3780,NP_415173.1,biological_process,NC_000913.3,DNA polymerase III subunit delta,False,1060,38
5037,NP_415173.1,biological_process,NC_000913.3,DNA polymerase III subunit delta,False,1060,38
11023,QXV76376.1,molecular_function,MZ501052,DNApol clamp loader small subunit,True,1060,38
2899,QXV83529.1,molecular_function,MZ501098,DNApol clamp loader small subunit,True,1060,38
2900,QXV86001.1,molecular_function,MZ501113,DNApol clamp loader small subunit,True,1060,38
11035,QXV83193.1,molecular_function,MZ501096,DNApol clamp loader small subunit,True,1060,38
11034,QXV75440.1,molecular_function,MZ501046,DNApol clamp loader small subunit,True,1060,38
11033,QXV76016.1,molecular_function,MZ501050,DNApol clamp loader small subunit,True,1060,38
11032,NP_049665.1,molecular_function,NC_000866.4,clamp loader of DNA polymerase,True,1060,38
11031,QXV86001.1,molecular_function,MZ501113,DNApol clamp loader small subunit,True,1060,38
11030,QXV83529.1,molecular_function,MZ501098,DNApol clamp loader small subunit,True,1060,38
11029,AXN58090.1,molecular_function,MH550421.1,clamp loader small subunit,True,1060,38
11028,QXV78876.1,molecular_function,MZ501066,DNApol clamp loader small subunit,True,1060,38
11027,AYD82647.1,molecular_function,MH751506.1,clamp loader small subunit,True,1060,38
11026,QXV78604.1,molecular_function,MZ501065,DNApol clamp loader small subunit,True,1060,38
11025,QXV79154.1,molecular_function,MZ501067,DNApol clamp loader small subunit,True,1060,38
11024,QXV84903.1,molecular_function,MZ501106,DNApol clamp loader small subunit,True,1060,38
3710,NP_417699.1,molecular_function,NC_000913.3,cell division protein ZapE,False,1060,38
11022,QXV75162.1,molecular_function,MZ501047,DNApol clamp loader small subunit,True,1060,38
11021,QXV82144.1,molecular_function,MZ501089,DNApol clamp loader small subunit,True,1060,38
2896,AYD82647.1,molecular_function,MH751506.1,clamp loader small subunit,True,1060,38
2908,QXV75440.1,molecular_function,MZ501046,DNApol clamp loader small subunit,True,1060,38
5040,NP_415617.1,biological_process,NC_000913.3,DNA polymerase III subunit delta',False,1060,38
5328,NP_415173.1,biological_process,NC_000913.3,DNA polymerase III subunit delta,False,1060,38
2897,QXV78876.1,molecular_function,MZ501066,DNApol clamp loader small subunit,True,1060,38
5828,YP_010051217.1,molecular_function,NC_000913.3,McrBS,False,1060,38
3248,NP_415617.1,biological_process,NC_000913.3,DNA polymerase III subunit delta',False,1060,38
5829,NP_416623.2,molecular_function,NC_000913.3,putative AAA(+) MoxR family ATPase YehL,False,1060,38
3235,NP_416374.1,biological_process,NC_000913.3,Holliday junction branch migration complex subunit RuvB,False,1060,38
1860,NP_415819.4,molecular_function,NC_000913.3,DNA-binding transcriptional dual regulator PspF,False,1060,38
5000,NP_416374.1,biological_process,NC_000913.3,Holliday junction branch migration complex subunit RuvB,False,1060,38
4999,NP_416374.1,biological_process,NC_000913.3,Holliday junction branch migration complex subunit RuvB,False,1060,38
2882,QXV76996.1,molecular_function,MZ501056,DNApol clamp loader small subunit,True,1060,38
11020,QXV76996.1,molecular_function,MZ501056,DNApol clamp loader small subunit,True,1060,38
9366,NP_417699.1,biological_process,NC_000913.3,cell division protein ZapE,False,1060,38
2883,QXV82144.1,molecular_function,MZ501089,DNApol clamp loader small subunit,True,1060,38
2884,QXV75162.1,molecular_function,MZ501047,DNApol clamp loader small subunit,True,1060,38
2909,QXV83193.1,molecular_function,MZ501096,DNApol clamp loader small subunit,True,1060,38
7065,NP_415617.1,biological_process,NC_000913.3,DNA polymerase III subunit delta',False,1060,38
2895,QXV78604.1,molecular_function,MZ501065,DNApol clamp loader small subunit,True,1060,38
2894,QXV79154.1,molecular_function,MZ501067,DNApol clamp loader small subunit,True,1060,38
2893,QXV84903.1,molecular_function,MZ501106,DNApol clamp loader small subunit,True,1060,38
2892,QXV76376.1,molecular_function,MZ501052,DNApol clamp loader small subunit,True,1060,38
1657,NP_415819.4,biological_process,NC_000913.3,DNA-binding transcriptional dual regulator PspF,False,1060,38
2898,AXN58090.1,molecular_function,MH550421.1,clamp loader small subunit,True,1060,38
2887,XPK42845.1,molecular_function,PQ850623,ATPase,True,1060,38
8255,NP_415097.1,biological_process,NC_000913.3,omptin family outer membrane protease OmpT,False,1166,15
10293,NP_414945.1,cellular_component,NC_000913.3,nucleoside-specific channel-forming protein Tsx,False,1166,15
7774,NP_414945.1,cellular_component,NC_000913.3,nucleoside-specific channel-forming protein Tsx,False,1166,15
7775,NP_416903.1,cellular_component,NC_000913.3,putative outer membrane porin YfeN,False,1166,15
4273,NP_418004.4,cellular_component,NC_000913.3,putative outer membrane protein YhjY,False,1166,15
3705,NP_415772.1,cellular_component,NC_000913.3,outer membrane protein W,False,1166,15
10157,NP_418265.1,biological_process,NC_000913.3,outer membrane phospholipase A,False,1166,15
10294,NP_416903.1,cellular_component,NC_000913.3,putative outer membrane porin YfeN,False,1166,15
8256,NP_415097.1,molecular_function,NC_000913.3,omptin family outer membrane protease OmpT,False,1166,15
18,NP_415097.1,biological_process,NC_000913.3,omptin family outer membrane protease OmpT,False,1166,15
551,NP_040601.1,cellular_component,NC_001416,Lom outer membrane protein,True,1166,15
